fish_table_id,anem_table_id,"fish_obs_time","fish_spp",size,"color","sex",fin_id,"sample_id","tag_id","recap","fish_notes","fish_collector","fish_correction","fish_corr_date","fish_corr_editor","fish_corr_message"
4926,4725,NULL,"APCL",4,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
4927,1908,NULL,"APOC",4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4929,4724,NULL,"APCL",8,"O",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4930,6647,NULL,"APOC",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4931,1909,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4934,4714,NULL,"APCL",4,"BW",NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
4936,1312,NULL,"APPE",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4937,4781,NULL,"APCL",2,"W",NULL,NULL,NULL,NULL,NULL,NULL,"PHF",NULL,NULL,NULL,NULL
4938,4710,NULL,"APCL",5,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
4939,757,NULL,"APCL",9,NULL,NULL,NULL,NULL,NULL,NULL,"fish_old <- filter(fish_old, anem_table_id %in% anems)","MLP",NULL,NULL,NULL,NULL
4940,4709,NULL,"APCL",6,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4941,4702,NULL,"APCL",8,"O",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4943,1911,NULL,"APCL",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4944,1316,NULL,"APPE",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4945,29,NULL,"APOC",7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4948,1912,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4949,4695,NULL,"APCL",6,"Y",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4950,4682,NULL,"APCL",10,"O",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4951,6656,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4952,4681,NULL,"APCL",8,"YP",NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
4953,1914,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4954,4671,NULL,"APCL",4,"W",NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
4955,4662,NULL,"APCL",7,"YP",NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
4956,4655,NULL,"APCL",4,"WR",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4957,1321,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4958,4649,NULL,"APCL",8,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4959,4638,NULL,"APCL",4,"YR",NULL,NULL,NULL,NULL,NULL,"ALSO ON ANEM 549","JAH",NULL,NULL,NULL,NULL
4960,1917,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4961,4322,NULL,"APCL",8,"O",NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
4962,1322,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4963,4629,NULL,"APCL",10,"O",NULL,NULL,NULL,NULL,NULL,"APCL WITH COLOR O IS HAS A SUPER ORANGE TAIL, THICKEST ORANGE TAIL STRIPES MRS HAS EVER SEEN","MRS",NULL,NULL,NULL,NULL
4965,1919,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4967,1919,NULL,"APPE",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4968,1324,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4969,4624,NULL,"APCL",8,"O",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4970,1920,NULL,"APFR",8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4971,1321,NULL,"APPE",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4973,17,NULL,"APFR",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4974,1915,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4975,4620,NULL,"APCL",9,"O",NULL,NULL,NULL,NULL,NULL,"9CM APCL IS VERY DARK","JAH",NULL,NULL,NULL,NULL
4976,6672,NULL,"APCL",8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4977,1922,NULL,"APFR",4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4978,4920,NULL,"APCL",7,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
4980,1323,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4981,4619,NULL,"APCL",9,"YP",NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
4982,6673,NULL,"APCL",4,"Y",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4983,1922,NULL,"APFR",3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4985,4612,NULL,"APCL",10,"O",NULL,NULL,NULL,NULL,NULL,"THE LARGER 2 APCL ALSO SWAM TO ANEM 1152","MRS",NULL,NULL,NULL,NULL
4986,6675,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4987,1923,NULL,"APCL",2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4988,4608,NULL,"APCL",4,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4989,6677,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4990,1325,NULL,"APCL",4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4991,4605,NULL,"APCL",2,"BW",NULL,NULL,NULL,NULL,NULL,"SHORT & STUBBY","JAH",NULL,NULL,NULL,NULL
4992,4603,NULL,"APCL",10,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4993,6679,NULL,"APFR",3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4994,1926,NULL,"APFR",8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4995,4601,NULL,"APCL",7,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4996,1328,NULL,"APPE",8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4997,4600,NULL,"APCL",9,"O",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4998,1927,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4999,4593,NULL,"APCL",6,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5000,760,NULL,"APCL",9,"YP",NULL,NULL,NULL,NULL,NULL,"Changed Col from number 0 to letter O (MRS 7/17/17)","MLP",NULL,NULL,NULL,NULL
5001,1927,NULL,"APCL",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5002,4586,NULL,"APCL",2.5,"BW",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5003,1928,NULL,"APFR",8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5004,4570,NULL,"APCL",7,"Y",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5005,1928,NULL,"APFR",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5006,4562,NULL,"APCL",6,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
5007,4545,NULL,"APCL",4,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
5008,6685,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5009,4525,NULL,"APCL",3,"Y",NULL,NULL,NULL,NULL,NULL,NULL,"PHF",NULL,NULL,NULL,NULL
5010,6687,NULL,"APCL",4,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5012,4503,NULL,"APCL",6,"YR",NULL,NULL,NULL,NULL,NULL,"fish also on 14:21:35 anemone","JAH",NULL,NULL,NULL,NULL
5013,1328,NULL,"APPE",4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5014,4497,NULL,"APCL",9,"O",NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
5015,762,NULL,"APPO",8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5016,6688,NULL,"APFR",8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5019,1330,NULL,"APCL",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5021,4460,NULL,"APCL",2,"W",NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
5022,4411,NULL,"APCL",2.5,"BW",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5023,4358,NULL,"APCL",4,"W",NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
5025,1334,NULL,"APPE",4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5026,1335,NULL,"APPE",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5029,1336,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5030,4592,NULL,"APCL",6,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
5032,1336,NULL,"APPE",4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5034,1338,NULL,"APPE",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5036,4275,NULL,"APCL",7,"YP",NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
5037,4242,NULL,"APCL",5,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5038,2820,NULL,"APCL",5,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5039,1341,NULL,"APPE",4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5040,4181,NULL,"APCL",2,"BW",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5041,1343,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5042,4163,NULL,"APCL",7,"O",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5043,1344,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5044,4139,NULL,"APCL",5,"W",NULL,NULL,NULL,NULL,NULL,"this fish also on 9:46:41 anemone","JAH",NULL,NULL,NULL,NULL
5046,4116,NULL,"APCL",8,"Y",NULL,NULL,NULL,NULL,NULL,"CAN SEE FIN WAS CLIPPED","MRS",NULL,NULL,NULL,NULL
5047,4109,NULL,"APCL",7,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
5048,4090,NULL,"APCL",9,"YP",NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5049,11482,"09:40:00","APPE",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5050,4038,NULL,"APCL",7,"YP",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5051,3947,NULL,"APCL",8,"YP",NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5052,1350,NULL,"APPE",4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5053,3938,NULL,"APCL",9,"YP",NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
5054,4021,NULL,"APCL",8,"O",NULL,NULL,NULL,NULL,NULL,"EGGS","JAH",NULL,NULL,NULL,NULL
5055,1351,NULL,"APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5058,3913,NULL,"APCL",9,"YP",NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5059,5597,NULL,"APCL",1,"BW",NULL,NULL,NULL,NULL,NULL,NULL,"PHF",NULL,NULL,NULL,NULL
5060,3903,NULL,"APCL",6,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5061,10501,"11:28:00","APCL",2,"YR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5062,10495,"10:09:00","APCL",9,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5063,1352,NULL,"APPE",8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5064,3948,NULL,"APCL",8,"YP",NULL,NULL,NULL,NULL,NULL,"free swimming fish or continuation from previous anemone or a new anemone?","MLP",NULL,NULL,NULL,NULL
5065,1353,NULL,"APPE",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5067,3803,NULL,"APCL",9,"O",NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5068,11464,"11:05:00","APCL",10,"YP",NULL,NULL,NULL,NULL,NULL,"brown eggs",NULL,NULL,NULL,NULL,NULL
5069,3786,NULL,"APCL",10,"YP",NULL,NULL,NULL,NULL,NULL,"CAN'T READ MALIN'S HANDWRITING IF OLD ANEM ID IS 672 OR 572; LARGEST FISH IS VERY DARK","MLP",NULL,NULL,NULL,NULL
5070,1354,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5071,10583,"10:33:00","APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5072,3725,NULL,"APCL",9,"O",NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5073,3720,NULL,"APCL",8,"YR",NULL,NULL,NULL,NULL,NULL,"One tag. Changed oldAnemID 504 to -9999. Couldn't be 504 based on location. Maybe 594 (10m away), but the datasheet is clearly 504 or 509.","PHF",NULL,NULL,NULL,NULL
5074,3669,NULL,"APCL",10,"YP",NULL,NULL,NULL,NULL,NULL,NULL,"PHF",NULL,NULL,NULL,NULL
5075,10527,"13:09:00","APCL",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5076,3665,NULL,"APCL",8,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5077,10547,"10:01:00","APCL",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5078,3658,NULL,"APCL",8,"O",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5079,1356,NULL,"APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5081,3657,NULL,"APCL",4,"Y",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5082,11109,"14:48:00","APPE",8,NULL,NULL,NULL,NULL,NULL,NULL,"also APPE 5",NULL,NULL,NULL,NULL,NULL
5083,3644,NULL,"APCL",6,"YP",NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
5085,3551,NULL,"APCL",4,"BW",NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5086,10640,"13:32:00","APPE",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5087,3537,NULL,"APCL",6,"O",NULL,NULL,NULL,NULL,NULL,"One tag","G_S",NULL,NULL,NULL,NULL
5088,3495,NULL,"APCL",1,"W",NULL,NULL,NULL,NULL,NULL,"Two tags, but difficult to read, so retagged","G_S",NULL,NULL,NULL,NULL
5089,3492,NULL,"APCL",6,"YP",NULL,NULL,NULL,NULL,NULL,NULL,"PHF",NULL,NULL,NULL,NULL
5090,11398,"13:32:00","APPE",8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5091,3473,NULL,"APCL",1,"W",NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
5092,1361,NULL,"APPE",9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5093,3463,NULL,"APCL",1,"W",NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
5094,10572,"11:17:00","APPE",8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5095,3453,NULL,"APCL",2,"BW",NULL,NULL,NULL,NULL,NULL,NULL,"PHF",NULL,NULL,NULL,NULL
5096,10576,"11:11:00","APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5097,4269,NULL,"APCL",8,"YP",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5098,1361,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5099,10834,"11:44:00","APPE",11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5100,1361,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5101,3436,NULL,"APCL",7,"Y",NULL,NULL,NULL,NULL,NULL,"MAY BE FROM ANEM 971","MLP",NULL,NULL,NULL,NULL
5102,3435,NULL,"APCL",9,"O",NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5103,3434,NULL,"APCL",6,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
5105,3430,NULL,"APCL",9,"O",NULL,NULL,NULL,NULL,NULL,"RED EGGS W/ WHITE DOT ON MOVEABLE ROCK - VIDEO?","MLP",NULL,NULL,NULL,NULL
5106,3420,NULL,"APCL",7,"YP",NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5107,3418,NULL,"APCL",1,"BW",NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
5108,3415,NULL,"APCL",7,"YP",NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
5109,10999,"10:21:00","APCL",1,NULL,NULL,NULL,NULL,NULL,NULL,"on sand, silver eggs",NULL,NULL,NULL,NULL,NULL
5110,3413,NULL,"APCL",7,"O",NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
5111,3405,NULL,"APCL",4,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5112,1364,NULL,"APPE",9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5113,3402,NULL,"APCL",6,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
5114,3399,NULL,"APCL",9,"O",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5115,1365,NULL,"APPE",9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5118,3382,NULL,"APCL",9,"YP",NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5119,3379,NULL,"APCL",8,"O",NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
5120,1365,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5122,10618,"11:30:00","APPE",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5123,10604,"09:04:00","APCL",7,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5124,3400,NULL,"APCL",1,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
5125,11483,"14:52:00","APCL",2,"YR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5127,3368,NULL,"APCL",11,"YP",NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
5128,3060,NULL,"APCL",7,"O",NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
5129,29,NULL,"APOC",4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5130,3380,NULL,"APCL",5,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
5132,10490,"12:56:00","APPE",8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5133,3364,NULL,"APCL",1,"BW",NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
5137,3357,NULL,"APCL",4,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5138,10632,"12:50:00","APCL",8,"YR",NULL,NULL,NULL,NULL,NULL,"not caught",NULL,NULL,NULL,NULL,NULL
5139,3355,NULL,"APCL",7,"YR",NULL,NULL,NULL,NULL,NULL,"APCL IS IN A CAVE NEXT TO ANEMS 882 & 883","MRS",NULL,NULL,NULL,NULL
5140,10633,"12:21:00","APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5141,3348,NULL,"APCL",8,"YP",NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5142,10634,"11:54:00","APPE",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5143,3346,NULL,"APCL",11,"O",NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
5144,11076,"12:17:00","APPE",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5145,1368,NULL,"APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5146,10826,"14:23:00","APCL",9,"O",NULL,NULL,NULL,NULL,NULL,"swam away and hid so Gerry couldn't catch",NULL,NULL,NULL,NULL,NULL
5147,3321,NULL,"APCL",9,"YP",NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5149,3317,NULL,"APCL",7,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5151,3316,NULL,"APCL",10,"O",NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
5153,3313,NULL,"APCL",3,"BW",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5154,10646,"13:45:00","APPE",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5155,3305,NULL,"APCL",10,"O",NULL,NULL,NULL,NULL,NULL,"EGGS","JAH",NULL,NULL,NULL,NULL
5156,10654,"13:00:00","APCL",1,NULL,NULL,NULL,NULL,NULL,NULL,"orange eggs",NULL,NULL,NULL,NULL,NULL
5157,3295,NULL,"APCL",5,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
5158,10701,"10:56:00","APCL",8,NULL,NULL,NULL,NULL,NULL,NULL,"Michelle had to surface and end dive because ear hurt badly from depth, Allison was also ending dive because air was at 400 psi, lost Gerry and Joyce",NULL,NULL,NULL,NULL,NULL
5159,3290,NULL,"APCL",7,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5160,11265,"10:46:00","APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5161,3283,NULL,"APCL",8,"O",NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
5162,3281,NULL,"APCL",7,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5163,1369,NULL,"APCL",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5164,3278,NULL,"APCL",5,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
5165,3269,NULL,"APCL",1,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
5166,3268,NULL,"APCL",8,"O",NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5167,3248,NULL,"APCL",3,"W",NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
5168,5790,NULL,"APCL",4,"YR",NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
